x1,x2,report
26.66765103,2.097682285,0
2.012880666,0.354241638,0
6.515048671,4.193719098,0
10.75686141,17.21354401,1
22.00386274,15.11686339,1
1.023618803,6.87168138,0
15.76908603,0,0
4.87045437,11.93951143,0
0.660996554,4.913144053,0
9.573668807,3.157791929,0
6.179868918,13.61436119,0
16.38971548,21.29376659,1
2.157462459,3.106925191,0
1.736425785,11.27207559,0
8.950412094,0.455223135,0
4.233756379,9.195152156,0
24.65143339,7.251170338,1
0.383664009,1.438779201,0
33.09530989,19.16798408,1
14.56172026,31.41926675,1
20.11466274,9.526089579,1
6.745255918,14.26265209,0
44.44741431,4.025135527,0
8.167577476,18.91288765,1
5.421526662,11.10379458,0
2.108796504,4.011937897,0
11.43108514,7.470270501,1
15.1155488,30.20595063,1
3.166701773,2.546170042,0
6.930943968,3.96254282,0
18.50974664,30.1875366,1
0.493803032,4.263584588,0
0.911182014,17.08221076,0
27.76886914,21.66705061,1
0.686349185,0.447588007,0
39.85587174,24.97733174,1
2.281580074,3.746108614,0
4.181586667,0.027985211,0
6.245931359,0.619606365,0
1.24464729,7.081242089,0
10.54689949,13.99777519,1
3.114861101,31.84930428,0
4.918253729,0,0
3.827031368,16.07690523,0
0.544918387,37.599313,0
7.885365342,0.452190715,0
5.59592311,3.673214746,0
14.52808597,25.73293615,1
10.83765556,0.562809542,0
12.75122851,7.449446744,1
6.981278276,1.743897471,0
1.64282006,8.502710611,0
14.99235952,32.37774243,1
14.8718405,15.3391542,1
2.075665865,0.292018874,0
1.081029161,2.635841686,0
17.55763088,20.23146936,1
20.02541353,19.14053765,1
11.93742497,14.16098474,1
12.41169133,9.867156229,1
3.047520739,3.240987473,0
30.83373084,24.39406446,1
19.63891013,19.99929614,1
19.94049331,32.95741169,1
7.32720336,16.53083855,1
49.41006508,0.069900678,0
5.983995047,22.84568266,0
9.685281537,27.95903436,1
1.977193289,14.08455802,0
2.008328921,17.12628218,0
20.47530234,29.06409354,1
1.671947268,9.301637158,0
7.126231328,7.141584255,1
12.76380125,20.35747375,1
0.067979708,17.48727778,0
1.33414127,10.93920373,0
7.776375722,1.41116314,0
3.59235337,4.354007943,0
20.08212486,1.804907212,0
4.466598999,4.744932463,0
1.276058775,20.01894408,0
0.77070044,3.615111117,0
15.95933419,19.47640483,1
12.32711212,20.38343853,1
12.42855277,2.58655743,0
8.694157175,0.406235315,0
5.357974844,4.212648441,0
37.57039966,18.61144888,1
3.497255641,5.75332794,0
31.78369934,0.877733484,0
23.03237488,4.414381093,0
21.36975448,23.45876189,1
14.5440447,23.38015167,1
5.112719022,5.982218826,0
0.385575019,36.73926294,0
35.26421282,1.295317131,0
0.70249241,20.98876228,0
0.122312807,0.608838998,0
7.289737433,15.43445872,1
7.593906021,43.94155439,1
18.59591441,0,0
1.350702434,15.4238597,0
3.197351173,4.788141757,0
5.413084765,29.08174148,0
1.806025809,13.96318918,0
5.745857599,0.48773073,0
17.21747698,3.606971854,0
2.390107636,1.780166378,0
3.937038696,34.4935675,0
39.60626424,10.02584332,1
6.169751821,0.785856649,0
1.877193833,7.238600713,0
0.503847901,6.065124086,0
2.2499358,3.462950067,0
5.386918742,1.763312076,0
11.13572508,21.03379491,1
6.59761252,0.034039022,0
5.867400703,40.29165623,0
9.960604668,45.30407043,1
13.60320235,26.11078306,1
8.467859724,23.87641303,1
24.46455049,15.76404519,1
5.340493226,9.637104129,0
15.61159941,0.673464861,0
4.520638134,20.90017695,0
43.87454219,1.13975587,0
28.66897131,5.215151042,1
16.93689689,11.55929208,1
13.14235868,0.046642784,0
10.59935178,20.34846219,1
0.021129786,1.080433672,0
2.582666984,6.842983634,0
2.803964977,9.596707194,0
25.01915265,7.701348395,1
9.781540365,0.259846398,0
0.914529893,19.97742423,0
9.314273206,16.93356215,1
42.66370683,22.63497041,1
38.55655955,8.224440803,1
8.587827282,4.355688756,0
2.183500613,4.513744188,0
1.789710826,24.74728347,0
16.1597887,7.237859595,1
13.47539039,10.44272197,1
2.803857427,0.297273398,0
35.87361698,1.78953022,0
0.305422049,0.294737531,0
15.59688624,11.07197838,1
4.249923659,4.059884479,0
2.490150168,2.246945564,0
5.195799078,12.69024789,0
0.680072426,33.98908959,0
35.4948918,45.03452704,1
22.68493216,14.37541187,1
4.088645572,17.59917165,0
33.1997452,32.69648028,1
4.572992213,6.575931979,0
3.905208142,16.62649809,0
21.76568098,0.636413327,0
3.734371816,12.58042808,0
34.85972817,1.889402818,0
7.344874599,7.919819966,1
0.99067984,26.97791456,0
14.15934123,32.64295563,1
24.99067254,0,0
31.41753618,3.771021606,0
2.683409811,18.21374284,0
8.211210032,13.12442023,1
1.264213082,35.41606563,0
4.669783452,4.213729695,0
0.625422148,2.33161102,0
0.399615662,7.256207381,0
2.432004888,4.812203912,0
11.31863398,1.388494665,0
23.91639208,17.92452275,1
12.38963758,7.092014735,1
8.810743326,0.257882751,0
25.71817562,38.87711522,1
8.737887819,1.228823717,0
1.121763007,2.543877149,0
11.13282356,33.94889276,1
49.03622616,14.23378418,1
2.060027512,10.02452483,0
8.64074937,8.425986639,1
23.41633959,11.59513755,1
4.612081839,2.857820537,0
7.215117602,16.39073987,1
12.70136858,29.43107794,1
24.5670724,16.33902,1
16.35896761,33.48124244,1
13.50277879,7.845210097,1
2.588005463,17.23234688,0
6.08828931,7.455759508,0
10.94450832,15.22844106,1
23.32089368,5.936218828,1
16.83829306,3.32636382,0
3.035074574,6.588282664,0
6.539662644,9.399305343,0
13.50657072,4.260469164,0
6.02341996,7.990893489,0
6.017727748,9.204904272,0
15.96274749,3.456827795,0
16.02316092,3.435226556,0
24.79730989,21.93545879,1
13.15150158,15.52230699,1
31.60579275,0.993460681,0
33.15178785,21.51547547,1
15.96404542,33.28752463,1
6.389048442,5.893692449,0
4.764014226,1.955158032,0
7.910774245,32.78407131,1
3.839615056,0.03522452,0
23.23506108,0.935469161,0
1.866738722,1.708370543,0
28.87155981,3.641962228,0
17.83403024,1.563253163,0
4.35085437,9.68874964,0
10.47485012,4.192513467,0
11.83314996,0,0
2.024522472,19.62936219,0
2.977562071,24.12219866,0
22.75451195,25.98070613,1
7.366267633,7.367836639,1
1.224760787,0,0
18.96101966,28.95940876,1
0.521968881,14.02903019,0
2.204417406,1.675462275,0
19.94234556,7.595360677,1
7.376965552,1.004742808,0
35.86529978,14.86647158,1
2.449648303,19.47873304,0
17.33763937,27.93294319,1
4.945299,1.925479215,0
38.23560215,11.70111638,1
12.61609076,2.514051847,0
3.144371377,15.70743321,0
0.286458345,2.531085615,0
1.447090283,10.3739643,0
41.27240762,5.663162817,1
31.80687316,32.88276398,1
4.081751693,34.86272886,0
26.29298998,7.487407759,1
0.901154007,7.606148507,0
0.238082382,18.0242186,0
9.500884614,18.35484109,1
34.0496767,1.959015568,0
16.25587262,29.83914691,1
0.800923731,12.96061445,0
29.44281651,23.40938837,1
8.160420788,3.230260613,0
19.64649784,4.533375968,0
2.242835732,5.409114096,0
9.626828982,4.304815268,0
2.148490219,8.535958793,0
20.65639834,14.63263658,1
9.185012996,8.633352448,1
1.624416174,22.54682993,0
0.294216888,38.39102541,0
10.5384805,10.82349172,1
11.29311608,2.194816007,0
3.977101823,2.385090631,0
14.29577898,9.403060458,1
0.441566046,29.15789716,0
8.576186167,1.918717852,0
0.767768955,47.73776253,0
20.69348899,6.554898227,1
5.345942581,1.815486131,0
1.044988912,22.21161072,0
25.97033436,20.48187816,1
7.971043815,2.411444495,0
5.636861973,20.78226997,0
11.08419335,29.44090089,1
12.6446585,26.58912264,1
24.20731767,7.325147522,1
11.19966944,10.99804276,1
1.250488772,21.34331976,0
0,8.839502025,0
0.542595818,20.25151333,0
0.706825878,3.698125611,0
1.081027087,12.78053389,0
5.257323,5.620736685,0
2.926760039,30.87829029,0
20.82340841,41.64034393,1
6.50418621,8.086696811,0
4.328688826,14.33654065,0
29.16519801,31.61683934,1
17.98382776,16.3105978,1
6.454147073,3.501364112,0
0.004291067,5.029050851,0
18.23337601,8.888972458,1
16.73730787,34.23277956,1
4.181776171,0.290156497,0
35.75057164,0,0
10.84579854,26.6582786,1
6.454336946,28.1718101,0
4.473620791,17.29752309,0
1.120202098,14.0128298,0
12.46209712,1.077196039,0
4.724017054,21.5857025,0
0,11.90872928,0
3.905487318,2.751086809,0
1.975016541,5.531759613,0
37.1874311,4.780518873,0
1.836333236,2.266911684,0
8.836266429,0.625836147,0
5.235333079,2.483854537,0
5.90992605,39.27303716,0
19.03885699,14.95095118,1
3.666524195,33.07238643,0
13.92323428,1.952383609,0
2.427924568,1.03764201,0
7.463945457,20.43120899,1
11.12197631,20.82203724,1
44.89556142,9.265507753,1
10.64076468,1.895660235,0
7.93499888,2.413423529,0
2.308255702,0.977519885,0
6.684622313,6.168758223,0
13.70300212,29.1624591,1
25.27286608,4.696064321,0
6.13526528,24.66149885,0
8.0275252,18.21633327,1
0,13.30505968,0
40.45094146,0.228997954,0
30.11485768,20.25222385,1
8.829817149,10.44425996,1
3.028046152,7.672325115,0
3.458624693,0.007424701,0
13.67924032,16.18233384,1
8.345416164,3.376344694,0
10.91722112,8.671047271,1
38.79484827,0.879345804,0
1.292611341,14.54846826,0
1.533435235,20.20923578,0
3.5193738,8.575043737,0
4.558282819,22.05812355,0
10.70429859,19.80938719,1
7.768044841,25.54306129,1
17.61956713,0.825392076,0
2.012379227,4.265066992,0
3.616651842,29.68182085,0
3.411467266,39.92633316,0
24.75388206,1.874382018,0
28.05640626,11.70633798,1
24.60023355,28.80487832,1
23.95009297,10.81201528,1
19.60475801,12.19268956,1
7.006356493,8.948211129,1
27.27521175,0.701322444,0
43.4905503,9.610741683,1
30.79253091,0,0
11.47048194,0.236773616,0
14.82311852,9.840095738,1
21.44216302,8.475398978,1
0.519348749,33.7865685,0
7.444143774,30.35337478,1
7.333813307,0.785929331,0
11.8572117,0,0
4.206399755,28.2459827,0
11.46805597,20.86105236,1
1.597748392,0,0
36.09341843,43.90363355,1
0.328580467,12.8105348,0
47.3484044,28.63387147,1
7.649628174,0,0
2.09183532,0.267909306,0
7.127090956,1.785125559,0
5.145026449,7.843025088,0
13.36655219,45.95951497,1
0.071835836,6.211351611,0
31.08579458,4.666582649,0
14.38448374,33.14129213,1
2.364751785,29.35063203,0
21.60663973,0.928504111,0
29.98619977,7.492058758,1
10.27476509,28.22485835,1
27.89903129,13.38315929,1
30.00365819,23.64902865,1
27.49350917,10.5858145,1
8.120022739,0.686945257,0
4.479242289,0,0
7.284777576,3.680493273,0
10.59216416,38.91507915,1
12.36383805,25.44721766,1
10.16264406,7.89033931,1
12.46111013,1.011089651,0
27.78667018,2.789015994,0
0.906113601,22.87092708,0
6.913115847,19.20027371,0
3.74356468,2.872733165,0
43.33347293,4.909373786,0
4.399210632,5.436671359,0
10.67604361,36.84350533,1
10.49194973,12.39619524,1
0,17.86382162,0
26.24624113,30.83623319,1
42.85306062,9.672060205,1
5.630756934,6.780228078,0
5.83063736,25.79962842,0
20.85429506,24.32656826,1
1.354165306,3.984417747,0
8.648055777,13.84265401,1
5.89100161,20.55971353,0
1.626513646,6.480556739,0
1.463728349,23.23589772,0
8.07356655,22.32844986,1
18.7409662,5.640265501,1
8.328512571,19.65147055,1
8.652786081,8.265537398,1
13.77264778,1.952724509,0
26.51002745,44.39378947,1
5.105966238,0.494763915,0
17.97236682,13.00988206,1
32.87569156,9.643509044,1
32.65329379,2.379290873,0
0.008699599,16.71691755,0
8.613820729,18.91043303,1
2.695341245,1.40114301,0
6.332101767,10.64006237,0
5.66354874,7.786862924,0
6.443117223,21.88264757,0
19.20703876,18.50205007,1
16.88650291,0.778737609,0
24.09613342,36.00855473,1
0.998945188,5.138623243,0
4.981549,11.86566892,0
16.64039434,36.20193484,1
13.39975049,7.456651185,1
39.34891705,11.44696214,1
38.96928439,23.2741333,1
2.918403913,19.21059873,0
0.57580636,34.45927913,0
2.680866171,13.02341412,0
31.66007769,24.85784237,1
38.79195937,0.567262673,0
2.981632535,7.819879317,0
20.22458562,0.868618713,0
24.41527886,23.09988772,1
24.01054554,0,0
15.1649018,13.5965876,1
5.43079628,12.73323231,0
2.963273626,6.020803154,0
2.478781773,25.11490723,0
12.60910575,0,0
18.50900199,18.69277176,1
3.175707499,29.30747771,0
1.406105261,16.32374387,0
7.119271888,30.42983317,1
15.78842102,13.30192217,1
14.34597678,25.40104827,1
2.100401392,6.926412799,0
37.89389908,3.633238868,0
2.066318402,22.74792084,0
6.436493089,3.124307954,0
5.194160199,13.74455312,0
9.403786589,21.50037674,1
2.75517643,2.214698454,0
22.24331333,24.7462722,1
2.728497563,3.189015197,0
35.96195339,0.242526163,0
8.989261278,1.711347357,0
18.9858299,10.1484652,1
7.123764494,29.70068085,1
3.518516208,3.515745687,0
1.862642035,18.66891875,0
2.167761044,18.84565024,0
12.22416112,12.04778782,1
9.46517525,1.823316976,0
14.55868027,3.045830742,0
9.801090874,14.10611662,1
11.78540418,1.775269989,0
4.420591353,2.217839867,0
14.45252301,25.17439534,1
14.58169976,22.35290166,1
4.982724818,32.89903341,0
20.13726828,16.4106911,1
3.655031558,13.89327024,0
11.37586895,3.809956121,0
17.9873358,2.421403977,0
9.73527549,15.29572539,1
14.08620073,10.39975913,1
18.74115997,7.283836898,1
10.65590849,28.66734935,1
24.27289179,0,0
0.058821908,2.919463886,0
21.60741947,3.499540313,0
0,8.169839184,0
5.271836941,2.218480401,0
0.45113191,1.142362049,0
3.877888062,12.69675753,0
2.524507042,11.79880492,0
4.285787718,29.55390491,0
5.258185051,13.1959666,0
8.186883541,36.27605026,1
1.952973897,28.48869655,0
7.901469891,27.45212492,1
4.278452972,25.98802541,0
5.709643898,10.32258243,0
11.00996388,14.52254387,1
9.656067092,0.833908449,0
2.228294623,7.947515459,0
6.441094456,7.275812542,0
10.57930376,15.20346288,1
23.04938413,38.50277824,1
14.44460809,8.234303868,1
0.760043128,1.07011786,0
14.06964812,19.67294523,1
16.06005574,4.001070189,0
0.67567786,33.31957678,0
11.56825575,2.08225027,0
40.50181983,0.069317126,0
12.58092139,5.274258197,1
17.66164233,1.655213941,0
18.77651243,5.280630023,1
9.550557755,0.961280469,0
17.74092919,0.464288192,0
2.525237478,5.48090897,0
18.12081072,2.824049303,0
23.46998593,0.665774536,0
0.926662605,0.548112598,0
41.35711485,2.429358506,0
9.95528381,18.93404463,1
2.049441285,32.81946304,0
10.52630625,16.87813532,1
6.154097595,0.849097549,0
30.81257401,11.13150766,1
9.304236092,7.444834319,1
34.04199314,33.44256822,1
1.956861245,40.39798813,0
9.908111697,2.813570863,0
4.806475912,11.98640349,0
0,0.332647559,0
2.781543291,5.708638065,0
6.230230775,10.5790888,0
47.34049356,3.425158931,0
2.152855453,12.0762524,0
3.327547977,23.61781437,0
1.666300442,6.323645734,0
14.17338917,0.377273071,0
11.68564641,21.41456344,1
6.796251445,8.18662199,0
17.13151268,2.013125956,0
6.159498824,26.86517356,0
14.84865481,1.230243835,0
13.30041072,22.78091521,1
1.578228738,15.91288662,0
4.976275136,0.790849263,0
4.426227554,26.74366983,0
30.09170969,10.64492398,1
32.50791116,6.318018598,1
11.73803021,6.877138997,1
1.785538562,38.09555351,0
9.769584128,13.77933366,1
0,6.676483195,0
15.55929883,15.35586154,1
3.788949212,0.648413682,0
17.78637646,0.653443863,0
12.63713577,20.18316401,1
5.862094558,4.602289815,0
7.018777485,1.908420863,0
2.944893685,21.2755654,0
29.30848386,31.35436929,1
28.18510889,0.898003378,0
31.69966891,0.823400119,0
12.41174246,5.223969886,1
11.13771668,2.103374652,0
9.74413454,2.541187627,0
1.975196286,3.622328589,0
22.31395534,4.21216142,0
28.06524553,23.43068487,1
3.423929692,3.804586104,0
19.21713961,3.166026634,0
25.92457116,2.116616086,0
0.464313919,9.979626787,0
35.50563191,6.318121278,1
12.55239686,8.62927072,1
25.03428837,0.098449124,0
2.468304971,8.940786718,0
2.772737853,5.823586472,0
7.856832372,5.898752713,1
5.19868069,16.14995533,0
2.009275046,0,0
0,34.55508999,0
0.565185182,36.92785815,0
34.05534606,12.46795949,1
7.075026855,6.584802704,1
44.74238443,3.644464905,0
3.900547188,31.13421803,0
7.791959776,8.22368976,1
23.28155006,37.30271784,1
11.04611745,10.09707484,1
3.051702676,34.76209347,0
3.968289439,17.53629176,0
4.665513659,2.388110496,0
33.47167491,0.950973374,0
1.646095516,10.2457625,0
10.68674929,1.05168827,0
4.141016187,29.72706714,0
36.92015692,6.037836282,1
19.20827384,21.16254757,1
9.345561189,39.1549802,1
38.66217062,29.04051588,1
33.84565013,3.847214376,0
2.364183215,10.01020447,0
17.65002794,28.47418088,1
8.285618753,33.3631621,1
20.36586645,6.230780022,1
2.183788432,21.49300217,0
0.032413313,15.31139451,0
23.74210693,26.19341844,1
3.337425094,1.821638707,0
9.597942951,5.283951843,1
8.537417052,36.66938079,1
15.91009953,9.930999437,1
27.49360115,41.6563331,1
17.21330821,32.91056043,1
4.050612374,36.15842205,0
0.32060203,2.035303601,0
15.78650682,9.771920538,1
2.177031928,16.80028325,0
7.692470547,10.42751719,1
17.70577954,18.22512461,1
4.096288409,0.601108417,0
19.82856472,22.38383929,1
21.92037507,22.680725,1
2.946291235,1.352612721,0
6.87921149,10.01246269,0
0,11.75651139,0
5.026659508,11.83401433,0
13.55190775,13.17517038,1
1.743183225,1.54443082,0
8.591062029,0.397966392,0
9.152953685,35.81533427,1
0.602295367,30.00634795,0
2.861675324,21.79081923,0
23.13514218,0.58012539,0
18.88785877,0.550231139,0
25.15607669,15.74741556,1
33.66937718,39.46932704,1
41.52864747,10.3500602,1
7.020985666,0,0
9.950350506,0.106878398,0
1.270294521,1.112282391,0
13.43042921,0,0
25.5679802,0,0
14.21934428,8.899528209,1
0.116985827,10.34643139,0
6.704285211,23.053567,0
2.079274218,41.4949323,0
18.0221642,24.23779013,1
0.675328881,0,0
18.31523807,14.76459148,1
5.287459117,37.61079874,0
5.563865052,17.22555959,0
14.87620928,18.7120953,1
8.139304671,1.852922111,0
19.47789947,31.90583184,1
2.322638552,28.61326283,0
29.18488565,0,0
10.90601784,30.04998868,1
17.4955219,17.39716791,1
23.47335369,31.49975477,1
7.550661519,0.68978883,0
7.063277491,0.741504228,0
35.44315725,20.01283077,1
6.422905175,16.68129707,0
11.40009973,0,0
21.50131127,2.007756787,0
1.371357127,14.85409934,0
12.97287875,16.36851419,1
8.840985872,5.666734143,1
25.13718519,4.125222014,0
7.775309872,10.35789366,1
7.954407055,13.20218437,1
0.941311609,5.293262236,0
1.708668461,43.25122607,0
16.49875881,37.8671707,1
2.728040366,7.977174632,0
23.31883271,0.895578491,0
0.793530977,21.11349896,0
1.888115543,4.2366381,0
2.581554991,4.091588137,0
7.634166595,1.901382826,0
18.50489199,7.319922909,1
8.750692615,11.9688907,1
37.07949372,0.378248819,0
25.35959891,1.772823794,0
6.988108825,15.85414553,0
9.452050166,11.77552408,1
23.72529285,19.27721026,1
5.718199836,8.816491903,0
0,6.724511017,0
17.44867362,14.47710829,1
0.439856082,8.772155413,0
5.844057811,31.2186906,0
3.093487421,2.676849916,0
10.61275794,37.72576028,1
0.858458479,37.07364352,0
34.74426533,0.679964848,0
10.48422651,26.62080332,1
10.12499592,8.313593094,1
42.82555887,11.68237188,1
39.70605378,31.08408492,1
9.26922233,11.57654327,1
7.309950381,7.781766728,1
4.877774371,16.56271669,0
15.06091629,22.16238935,1
15.7670767,43.86565365,1
8.333896789,7.795072929,1
28.529945,5.999097079,1
1.238511604,9.564153215,0
4.149221016,5.467710391,0
6.598560892,30.59968686,0
7.177217507,7.670426627,1
44.01460336,8.927634192,1
19.97716702,39.76994719,1
14.64040952,4.762009708,0
18.2665867,2.580653485,0
16.36901744,23.55299244,1
20.73148976,29.76251809,1
25.0975939,24.42609957,1
8.886766127,10.15748465,1
1.877879273,20.2645565,0
0.82531103,5.677114559,0
3.361059771,16.68273213,0
32.51942851,14.91911438,1
8.410246646,5.945268815,1
16.29000234,9.342375656,1
2.208150239,6.222896391,0
29.16090233,9.359449445,1
12.39379386,16.87706413,1
1.380768491,0.926328919,0
4.109034297,31.45104103,0
17.07426328,3.904139752,0
1.292042762,22.76277061,0
24.95399082,1.468271212,0
22.48691512,17.53586385,1
13.81199157,1.874494321,0
0.350822677,4.487180873,0
24.12227559,20.34281765,1
3.025785554,42.78864936,0
23.15839178,11.48229082,1
40.4412557,34.76595134,1
20.40926212,7.548755312,1
1.298915868,5.806948034,0
0.16938448,11.20894887,0
12.4256949,6.051872867,1
28.04219979,8.895332257,1
6.423196813,12.44088738,0
13.42265125,11.30216505,1
4.688215061,31.98935998,0
19.85169326,14.05872857,1
6.714096797,10.16299925,0
19.82899073,5.92480413,1
1.447616408,21.088484,0
15.74433665,1.769939441,0
13.41500862,4.482020664,0
5.789927092,20.25285939,0
7.953210866,6.383325191,1
27.03362102,33.79913719,1
42.94437453,36.27545997,1
4.606888417,15.34943462,0
7.875350597,12.46860874,1
1.861147703,1.195261043,0
5.558685032,5.871990524,0
7.912475288,12.52515417,1
40.10227536,3.272368279,0
26.009416,14.57415908,1
1.337093958,14.89568769,0
6.367873029,32.93031753,0
23.91158901,11.65086897,1
1.736345426,1.97018324,0
32.92950566,9.19460865,1
16.13195066,0.587179883,0
30.93189751,18.39412879,1
18.04310595,20.76925459,1
29.90664414,7.425282058,1
18.0146406,1.69736872,0
20.4210121,5.1448973,1
23.2533587,0.956653993,0
22.28537943,7.76229101,1
1.748394168,22.54783937,0
30.85367822,11.85691181,1
8.217338138,23.93235247,1
4.917509962,0.885743538,0
3.400616268,31.11981989,0
3.077931974,7.584699141,0
4.48023915,9.987808764,0
21.98394739,3.681228754,0
6.627302489,5.894372559,0
0.263615585,5.034457468,0
13.11727134,28.69566888,1
16.70491915,41.45165631,1
35.86978281,22.50822857,1
44.37380431,2.839429648,0
42.46276245,1.614872612,0
0.116753145,34.66238779,0
6.486711812,10.41897109,0
7.610372257,46.43742891,1
6.795870128,16.59885539,0
3.713568324,5.19938139,0
33.60929984,18.57635751,1
7.801444108,7.409565283,1
4.146378916,6.864798167,0
15.29694279,3.892253832,0
0.721166533,6.306830051,0
22.46801676,21.28809005,1
6.061017409,34.78534304,0
0.264073443,13.72199782,0
15.72426392,0.178720971,0
7.851590665,29.82271491,1
3.837396486,0.582310808,0
1.889503172,1.679167875,0
0.959190722,4.195037266,0
11.47354226,32.61170878,1
1.453696787,36.24102568,0
3.888005675,0.597045899,0
1.86977393,45.20329255,0
1.627024736,0.601938599,0
17.87619718,5.02691148,1
9.031615882,1.419425425,0
0.740086351,1.510188372,0
9.142447845,10.93083381,1
0.850405453,0.511496307,0
6.741851541,2.44407915,0
1.722755874,12.1665525,0
5.713160662,12.82879504,0
24.14545125,5.90950356,1
26.39078712,2.047269013,0
2.536539305,7.684445282,0
0.674446775,2.444936216,0
31.78649798,24.51446891,1
3.031578637,26.04371827,0
7.148422222,10.41032637,1
25.60461812,5.365749095,1
10.92158114,0,0
